accession	entry_name	protein_names	gene_names	organism	sequence_source	keywords	go_ids	ligand_chebis	decision	reason
F6PGL4	F6PGL4_ORNAN	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185	GO:0005737;GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0042359;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
F6QN79	F6QN79_ORNAN	Non-selective voltage-gated ion channel VDAC2	VDAC2	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0406;KW-0472;KW-0496;KW-1000;KW-0520;KW-0547;KW-0626;KW-1185;KW-0812;KW-1134;KW-0813	GO:0001669;GO:0042645;GO:0005741;GO:0046930;GO:0097001;GO:0015485;GO:0000166;GO:0031210;GO:0017128;GO:0015288;GO:0008308;GO:0007339;GO:0097345;GO:1990542	CHEBI:17996;CHEBI:29103;CHEBI:57262;CHEBI:57643;CHEBI:57880	KEEP	GO sterane-specific: ['GO:0015485']
F6TFP9	F6TFP9_ORNAN	Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21)	CYP21A2	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0446;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185;KW-0732;KW-0754;KW-0755	GO:0005737;GO:0005789;GO:0103069;GO:0020037;GO:0005506;GO:0016712;GO:0106309;GO:0005496;GO:0008395;GO:0034651;GO:0006082;GO:0008202;GO:0006805	CHEBI:30413	KEEP	GO sterane-specific: ['GO:0008395']
F6US22	F6US22_MONDO	Insulin-induced gene protein	INSIG1	Monodelphis domestica (Gray short-tailed opossum)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0256;KW-0443;KW-0446;KW-0472;KW-1185;KW-0753;KW-1207;KW-0812;KW-1133	GO:0005783;GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0006695;GO:0042632;GO:1901303;GO:0045541;GO:0070862;GO:0032933;GO:0036316		REVIEW	free-text mentions steroid vocabulary but no formal annotation
F6W787	F6W787_HORSE	Annexin	ANXA6	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0041;KW-0106;KW-0111;KW-0963;KW-0597;KW-1267;KW-1185;KW-0677	GO:0042584;GO:0005737;GO:0031902;GO:0005765;GO:0042470;GO:0005739;GO:0005634;GO:0048471;GO:0005886;GO:0012506;GO:0005509;GO:0005544;GO:0048306;GO:0015485;GO:0005525;GO:0042802;GO:0015276;GO:0001786;GO:0097190;GO:0006816;GO:0051560;GO:0051283		KEEP	GO sterane-specific: ['GO:0015485']
F6XM13	F6XM13_HORSE	Apolipoprotein D	APOD	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1015;KW-0325;KW-0446;KW-1267;KW-0873;KW-1185;KW-0964;KW-0732;KW-0813	GO:0022626;GO:0030425;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0042246		KEEP	GO sterane-specific: ['GO:0015485']
F6XN90	F6XN90_MACMU	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Macaca mulatta (Rhesus macaque)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185;KW-0812;KW-1133	GO:0005737;GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0042359;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
F6Y601	F6Y601_MONDO	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)	PGR	Monodelphis domestica (Gray short-tailed opossum)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0446;KW-0479;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0000785;GO:0005737;GO:0005634;GO:0005886;GO:0051117;GO:0001228;GO:0034056;GO:0042802;GO:0004879;GO:0003707;GO:0005496;GO:0001223;GO:0008270;GO:0006351;GO:0051457;GO:0010629;GO:0030518;GO:0050847;GO:0006357		KEEP	GO sterane-specific: ['GO:0003707']
F7A7G7	F7A7G7_MONDO	Non-selective voltage-gated ion channel VDAC2	VDAC2	Monodelphis domestica (Gray short-tailed opossum)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0406;KW-0472;KW-0496;KW-1000;KW-0520;KW-0547;KW-0626;KW-1185;KW-0812;KW-1134;KW-0813	GO:0001669;GO:0042645;GO:0005741;GO:0046930;GO:0097001;GO:0015485;GO:0000166;GO:0031210;GO:0017128;GO:0015288;GO:0008308;GO:0007339;GO:0097345;GO:1990542	CHEBI:17996;CHEBI:29103;CHEBI:57262;CHEBI:57643;CHEBI:57880	KEEP	GO sterane-specific: ['GO:0015485']
F7ADF6	F7ADF6_CALJA	Oxysterol-binding protein	OSBPL8	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0256;KW-0445;KW-0446;KW-0472;KW-0539;KW-0597;KW-1185;KW-0812;KW-1133;KW-0813	GO:0032541;GO:0005829;GO:0005789;GO:0140268;GO:0031965;GO:1990351;GO:0015485;GO:0070273;GO:0001786;GO:0160270;GO:0045444;GO:0120010;GO:0036150;GO:0046326;GO:0046628;GO:0070328		KEEP	GO sterane-specific: ['GO:0015485']
F7BL42	F7BL42_MONDO	Calbindin	CALB1	Monodelphis domestica (Gray short-tailed opossum)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0106;KW-0479;KW-1185;KW-0677;KW-0848	GO:0005829;GO:0030425;GO:0098982;GO:0098978;GO:0098686;GO:0043025;GO:0005634;GO:0098794;GO:0045202;GO:0043195;GO:0005509;GO:0099567;GO:0099534;GO:0005499;GO:0008270;GO:0007616;GO:0072205;GO:0072286;GO:0072221;GO:0035502;GO:0010842;GO:0007614		DROP_VITD	calbindin — vitamin-D-induced Ca-binding protein, not a steroid binder
F7BLR1	F7BLR1_CALJA	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)	PGR	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0446;KW-0449;KW-0479;KW-0539;KW-0564;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000785;GO:0005737;GO:0005654;GO:0005886;GO:0051117;GO:0001228;GO:0042802;GO:0003707;GO:0000978;GO:0005496;GO:0001223;GO:0008270;GO:0006351;GO:0051457;GO:0010629;GO:0050847		KEEP	GO sterane-specific: ['GO:0003707']
F7D4N3	F7D4N3_HORSE	Calbindin	CALB1	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0106;KW-0479;KW-1185;KW-0677;KW-0848	GO:0005829;GO:0030425;GO:0098982;GO:0098978;GO:0098686;GO:0043025;GO:0005634;GO:0098794;GO:0045202;GO:0043195;GO:0005509;GO:0099567;GO:0099534;GO:0005499;GO:0008270;GO:0007616;GO:0072205;GO:0072286;GO:0072221;GO:0035502;GO:0010842;GO:0007614		DROP_VITD	calbindin — vitamin-D-induced Ca-binding protein, not a steroid binder
F7E5Y5	F7E5Y5_ORNAN	Calbindin	CALB1	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0106;KW-0479;KW-1185;KW-0677;KW-0848	GO:0005829;GO:0030425;GO:0098982;GO:0098978;GO:0098686;GO:0043025;GO:0005634;GO:0098794;GO:0045202;GO:0043195;GO:0005509;GO:0099567;GO:0099534;GO:0005499;GO:0008270;GO:0007616;GO:0072205;GO:0072286;GO:0072221;GO:0035502;GO:0010842;GO:0007614		DROP_VITD	calbindin — vitamin-D-induced Ca-binding protein, not a steroid binder
F7F999	F7F999_ORNAN	Cholesteryl ester transfer protein	CETP	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-1015;KW-0325;KW-0443;KW-0445;KW-1185;KW-0964;KW-0732;KW-0753;KW-1207;KW-0813	GO:0034364;GO:0031982;GO:0015485;GO:0120020;GO:0031210;GO:0005548;GO:0017129;GO:0042632;GO:0008203;GO:0034375;GO:0034374;GO:0046470;GO:0055091;GO:0032376;GO:2001140;GO:0010874;GO:0043691;GO:0070328;GO:0006641;GO:0034197;GO:0034372		KEEP	GO sterane-specific: ['GO:0015485']
F7FND5	F7FND5_ORNAN	RAR related orphan receptor A	RORA	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0217;KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005730;GO:0008013;GO:0004879;GO:0008142;GO:0000978;GO:0001223;GO:0001222;GO:0008270;GO:0001525;GO:0071456;GO:0036315;GO:0021930;GO:0042632;GO:0032922;GO:0006351;GO:0042692;GO:0043124;GO:0045599;GO:0050728;GO:0042753;GO:0045893;GO:0010575;GO:0010906;GO:0008589;GO:0019218;GO:0072539;GO:0070328;GO:0006805		KEEP	KW-0675 steroid hormone receptor
F7FST1	F7FST1_MACMU	Apolipoprotein D (Apo-D)	APOD	Macaca mulatta (Rhesus macaque)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1015;KW-0325;KW-0446;KW-0873;KW-1185;KW-0964;KW-0732;KW-0813	GO:0005737;GO:0022626;GO:0030425;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0042246		KEEP	GO sterane-specific: ['GO:0015485']
F7FUD5	F7FUD5_ORNAN	Neutral amino acid transporter 9 (Solute carrier family 38 member 9)	SLC38A9	Ornithorhynchus anatinus (Duckbill platypus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0029;KW-1015;KW-0967;KW-0325;KW-0458;KW-0472;KW-0479;KW-1185;KW-0915;KW-0812;KW-1133;KW-0813	GO:1990877;GO:0031902;GO:0005765;GO:0071986;GO:0015485;GO:0005085;GO:0015179;GO:0061459;GO:0015182;GO:0015186;GO:0015190;GO:0046872;GO:0032935;GO:0003333;GO:0071230;GO:1904263	CHEBI:57427;CHEBI:58048;CHEBI:58315;CHEBI:58359	KEEP	GO sterane-specific: ['GO:0015485']
F7I9Q1	F7I9Q1_CALJA	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185	GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
G1KKD7	G1KKD7_ANOCA	Annexin	ANXA6	Anolis carolinensis (Green anole) (American chameleon)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0041;KW-0106;KW-0111;KW-0963;KW-1185;KW-0677	GO:0005737;GO:0031902;GO:0005765;GO:0042470;GO:0005739;GO:0005634;GO:0048471;GO:0005886;GO:0012506;GO:0005509;GO:0005544;GO:0048306;GO:0015485;GO:0005525;GO:0042802;GO:0015276;GO:0001786;GO:0097190;GO:0006816;GO:0051560;GO:0051283		KEEP	GO sterane-specific: ['GO:0015485']
G1KKP8	G1KKP8_ANOCA	Insulin-induced gene protein	INSIG1	Anolis carolinensis (Green anole) (American chameleon)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0256;KW-0443;KW-0446;KW-0472;KW-1185;KW-0753;KW-1207;KW-0812;KW-1133	GO:0005783;GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0006695;GO:0042632;GO:1901303;GO:0045541;GO:0070862;GO:0032933;GO:0036316		REVIEW	free-text mentions steroid vocabulary but no formal annotation
G1KMN7	G1KMN7_ANOCA	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Anolis carolinensis (Green anole) (American chameleon)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185;KW-0812;KW-1133	GO:0005737;GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0042359;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
G1L328	G1L328_AILME	Insulin-induced gene protein	INSIG1	Ailuropoda melanoleuca (Giant panda)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0256;KW-0443;KW-0446;KW-0472;KW-1185;KW-0753;KW-1207;KW-0812;KW-1133	GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0006695;GO:0042632;GO:1901303;GO:0045541;GO:0070862;GO:0032933;GO:0036316		REVIEW	free-text mentions steroid vocabulary but no formal annotation
G1L4H5	G1L4H5_AILME	Non-selective voltage-gated ion channel VDAC2	VDAC2	Ailuropoda melanoleuca (Giant panda)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0067;KW-0406;KW-0472;KW-0496;KW-1000;KW-0520;KW-0547;KW-0626;KW-1185;KW-0812;KW-1134;KW-0813	GO:0001669;GO:0042645;GO:0005741;GO:0046930;GO:0097001;GO:0015485;GO:0000166;GO:0031210;GO:0017128;GO:0015288;GO:0008308;GO:0007339;GO:0097345;GO:1990542	CHEBI:17996;CHEBI:29103;CHEBI:57262;CHEBI:57643;CHEBI:57880	KEEP	GO sterane-specific: ['GO:0015485']
G1L6X8	G1L6X8_AILME	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Ailuropoda melanoleuca (Giant panda)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185;KW-0812;KW-1133	GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
G1N049	G1N049_MELGA	Insulin-induced gene protein	INSIG1	Meleagris gallopavo (Wild turkey)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0256;KW-0443;KW-0446;KW-0472;KW-1185;KW-0732;KW-0753;KW-1207;KW-0812;KW-1133	GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0006695;GO:0042632;GO:1901303;GO:0045541;GO:0070862;GO:0032933;GO:0036316		REVIEW	free-text mentions steroid vocabulary but no formal annotation
G1NTR0	G1NTR0_MYOLU	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185;KW-0812;KW-1133	GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
G1NV04	G1NV04_MYOLU	Neutral amino acid transporter 9 (Solute carrier family 38 member 9)	SLC38A9	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0029;KW-1015;KW-0967;KW-0325;KW-0458;KW-0472;KW-0479;KW-1185;KW-0915;KW-0812;KW-1133;KW-0813	GO:1990877;GO:0031902;GO:0005765;GO:0071986;GO:0015485;GO:0005085;GO:0061459;GO:0015182;GO:0015186;GO:0015190;GO:0046872;GO:0032935;GO:0071230;GO:1904263	CHEBI:57427;CHEBI:58048;CHEBI:58315;CHEBI:58359	KEEP	GO sterane-specific: ['GO:0015485']
G1NVV7	G1NVV7_MYOLU	Apolipoprotein D (Apo-D)	APOD	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1015;KW-0325;KW-0446;KW-0873;KW-1185;KW-0964;KW-0732;KW-0813	GO:0022626;GO:0030425;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0042246		KEEP	GO sterane-specific: ['GO:0015485']
G1NXZ8	G1NXZ8_MYOLU	RAR related orphan receptor A	RORA	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0217;KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005730;GO:0008013;GO:0004879;GO:0008142;GO:0000978;GO:0001223;GO:0001222;GO:0008270;GO:0001525;GO:0071456;GO:0036315;GO:0021930;GO:0042632;GO:0032922;GO:0006351;GO:0042692;GO:0043124;GO:0045599;GO:0050728;GO:0042753;GO:0045893;GO:0010575;GO:0010906;GO:0008589;GO:0019218;GO:0072539;GO:0070328;GO:0006805		KEEP	KW-0675 steroid hormone receptor
G1PF74	G1PF74_MYOLU	Calbindin	CALB1	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0106;KW-0479;KW-1185;KW-0677;KW-0848	GO:0005829;GO:0043197;GO:0098982;GO:0098978;GO:0098686;GO:0043025;GO:0005634;GO:0043195;GO:0099567;GO:0099534;GO:0005499;GO:0008270;GO:0007616;GO:0072205;GO:0072286;GO:0072221;GO:0035502;GO:1900271;GO:0010842;GO:0007614		DROP_VITD	calbindin — vitamin-D-induced Ca-binding protein, not a steroid binder
G1PM14	G1PM14_MYOLU	Annexin	ANXA6	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0041;KW-0106;KW-0111;KW-0963;KW-0597;KW-1185;KW-0677	GO:0042584;GO:0031902;GO:0005765;GO:0042470;GO:0005739;GO:0005634;GO:0048471;GO:0005886;GO:0005509;GO:0005544;GO:0048306;GO:0015485;GO:0005525;GO:0042802;GO:0015276;GO:0001786;GO:0097190;GO:0006816;GO:0051560;GO:0051283		KEEP	GO sterane-specific: ['GO:0015485']
G1PVG6	G1PVG6_MYOLU	Insulin-induced gene protein	INSIG1	Myotis lucifugus (Little brown bat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0256;KW-0443;KW-0446;KW-0472;KW-1185;KW-0753;KW-1207;KW-0812;KW-1133	GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0006695;GO:0042632;GO:1901303;GO:0045541;GO:0070862;GO:0032933;GO:0036316		REVIEW	free-text mentions steroid vocabulary but no formal annotation
G1QLZ5	G1QLZ5_NOMLE	Neutral amino acid transporter 9 (Solute carrier family 38 member 9)	SLC38A9	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0029;KW-1015;KW-0967;KW-0325;KW-0458;KW-0472;KW-0479;KW-1185;KW-0915;KW-0812;KW-1133;KW-0813	GO:1990877;GO:0031902;GO:0005765;GO:0071986;GO:0015485;GO:0005085;GO:0061459;GO:0015182;GO:0015186;GO:0015190;GO:0046872;GO:0032935;GO:0071230;GO:1904263	CHEBI:57427;CHEBI:58048;CHEBI:58315;CHEBI:58359	KEEP	GO sterane-specific: ['GO:0015485']
G1RAG0	G1RAG0_NOMLE	Apolipoprotein D (Apo-D)	APOD	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1015;KW-0325;KW-0446;KW-0873;KW-1185;KW-0964;KW-0732;KW-0813	GO:0022626;GO:0030425;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0042246		KEEP	GO sterane-specific: ['GO:0015485']
G1RI47	G1RI47_NOMLE	Insulin-induced gene protein	INSIG1	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0256;KW-0443;KW-0446;KW-0472;KW-1185;KW-0753;KW-1207;KW-0812;KW-1133	GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0006695;GO:0042632;GO:1901303;GO:0045541;GO:0070862;GO:0032933;GO:0036316		REVIEW	free-text mentions steroid vocabulary but no formal annotation
G1S7K4	G1S7K4_NOMLE	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0349;KW-0408;KW-0443;KW-0472;KW-0479;KW-0492;KW-0503;KW-0560;KW-1185	GO:0005789;GO:1902271;GO:0020037;GO:0005506;GO:0016712;GO:0042803;GO:0030343;GO:0006082;GO:0006805	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:17823;CHEBI:17933;CHEBI:28934;CHEBI:28940;CHEBI:30413;CHEBI:31186;CHEBI:4712;CHEBI:57618;CHEBI:58210;CHEBI:86319;CHEBI:86320	DROP_VITD	only vitamin-D-family ligands: ['CHEBI:17823', 'CHEBI:17933', 'CHEBI:28940']
G1SLW5	G1SLW5_RABIT	Neutral amino acid transporter 9 (Solute carrier family 38 member 9)	SLC38A9	Oryctolagus cuniculus (Rabbit)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0029;KW-1015;KW-0967;KW-0325;KW-0458;KW-0472;KW-0479;KW-1185;KW-0915;KW-0812;KW-1133;KW-0813	GO:1990877;GO:0031902;GO:0005765;GO:0071986;GO:0015485;GO:0005085;GO:0061459;GO:0015182;GO:0015186;GO:0015190;GO:0046872;GO:0032935;GO:0071230;GO:1904263	CHEBI:57427;CHEBI:58048;CHEBI:58315;CHEBI:58359	KEEP	GO sterane-specific: ['GO:0015485']
G1SNS9	G1SNS9_RABIT	Annexin	ANXA6	Oryctolagus cuniculus (Rabbit)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0041;KW-0106;KW-0111;KW-0175;KW-0963;KW-0395;KW-0488;KW-0539;KW-0597;KW-1185;KW-0677	GO:0031902;GO:0005765;GO:0042470;GO:0005739;GO:0005634;GO:0048471;GO:0005886;GO:0005509;GO:0005544;GO:0048306;GO:0015485;GO:0005525;GO:0042802;GO:0015276;GO:0001786;GO:0097190;GO:0006816;GO:0006954;GO:0051560;GO:0043124;GO:0051283;GO:0010604;GO:0080090		KEEP	GO sterane-specific: ['GO:0015485']
G1T1R4	G1T1R4_RABIT	Glucocorticoid receptor (Nuclear receptor subfamily 3 group C member 1)	NR3C1	Oryctolagus cuniculus (Rabbit)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0156;KW-0158;KW-0963;KW-0206;KW-0238;KW-0446;KW-0479;KW-0496;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005813;GO:0005694;GO:0005829;GO:0005739;GO:0005654;GO:0005819;GO:0004883;GO:0019901;GO:0043565;GO:0005496;GO:0008270;GO:0006325;GO:0006351;GO:0045893;GO:0010906;GO:2000322;GO:0051384;GO:1901654;GO:0008202		KEEP	KW-0675 steroid hormone receptor
G1THS4	G1THS4_RABIT	Vitamin D3 receptor (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)	VDR	Oryctolagus cuniculus (Rabbit)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0862;KW-0863	GO:0000785;GO:0005737;GO:0005654;GO:0043235;GO:0090575;GO:0038186;GO:1902098;GO:1902121;GO:0046965;GO:0070644;GO:0008270;GO:0030154;GO:0000902;GO:0046697;GO:0042789;GO:0010839;GO:0000122;GO:0038185;GO:0035435;GO:0010628;GO:0045618;GO:0045944;GO:0070564;GO:1903412;GO:0048384;GO:0070561		DROP_VITD	VDR — vitamin D nuclear receptor (secosteroid-only)
