i	j	len_i	len_j	identity
4137	34493	486	561	0.3125
15077	23154	293	470	0.3
20133	29040	492	906	0.22807017543859648
20981	9111	298	1272	0.47058823529411764
7864	4627	859	260	0.21495327102803738
10566	28916	255	292	0.24344569288389514
20786	27729	428	340	0.5
16001	32639	448	518	0.4090909090909091
14251	4609	1508	1281	0.3535580524344569
5746	20041	366	578	0.18181818181818182
13490	15637	1317	362	0.6666666666666666
6891	1058	468	736	0.1891891891891892
35064	33021	346	570	0.4
26394	10615	1505	818	0.35
15776	3528	365	319	0.24
28310	21910	495	509	0.25
17001	1726	518	472	0.20833333333333334
1753	15392	428	379	0.36
34901	6260	934	1530	0.208
33386	1226	533	500	0.2857142857142857
15955	27360	455	571	0.4444444444444444
19519	24394	845	332	0.2631578947368421
6073	2453	773	420	0.5333333333333333
2918	8453	261	491	0.3333333333333333
4438	32820	1320	548	0.2604166666666667
10031	19959	503	502	0.24242424242424243
4967	16569	349	502	0.2421875
1555	5717	758	585	0.23255813953488372
29343	2984	832	398	0.24752475247524752
8828	33934	370	266	0.4
17156	27699	1531	476	0.4117647058823529
4107	27827	261	1350	0.5333333333333333
30840	34927	518	296	0.21739130434782608
29203	12554	325	191	0.3333333333333333
12040	4209	577	515	0.2413793103448276
18451	31342	480	375	0.20408163265306123
704	13737	394	221	0.75
8412	1350	519	1511	0.3333333333333333
18356	12301	622	1325	0.3194444444444444
20407	32478	764	296	0.25
16764	13962	503	164	0.46153846153846156
13430	20105	220	332	0.26785714285714285
20017	8500	508	416	0.288135593220339
6846	2843	372	509	0.26
26958	23673	869	531	0.21794871794871795
4347	2948	1224	323	0.36
1363	19282	887	488	0.36363636363636365
25893	127	418	1287	0.25
4301	785	508	533	0.21138211382113822
19155	7243	446	1237	0.23809523809523808
13059	7992	231	1319	0.375
15362	22035	414	1285	0.42857142857142855
24011	21886	507	605	0.30434782608695654
29832	19887	516	499	0.22064777327935223
8726	3101	373	750	0.5
30956	9616	500	346	0.36
8382	15205	449	505	0.3076923076923077
23418	27738	557	298	0.29508196721311475
30425	8550	415	486	0.2459016393442623
5576	32055	693	528	0.18604651162790697
24757	5030	536	867	0.1794871794871795
34257	32559	296	697	0.3333333333333333
29750	32185	249	1553	0.34
27755	31203	382	206	0.42857142857142855
28701	24318	243	301	0.23809523809523808
4165	14269	568	521	0.35294117647058826
32774	31482	682	524	0.38461538461538464
30455	5010	337	401	0.35
8440	13964	504	286	0.21621621621621623
5506	34932	516	950	0.3333333333333333
14628	29915	245	262	0.4
10534	2734	756	390	0.2647058823529412
18201	33205	192	596	0.5454545454545454
31231	14734	397	161	0.3333333333333333
2545	18016	579	332	0.24615384615384617
23674	7661	347	829	0.32432432432432434
16574	20911	1509	1242	0.3606060606060606
22385	32852	516	896	0.5454545454545454
5537	29900	558	334	0.2978723404255319
14637	18386	349	444	0.36666666666666664
7436	2006	497	422	0.3333333333333333
32678	26393	556	425	0.5
20427	2624	348	547	0.2857142857142857
16251	7008	1519	515	0.28378378378378377
22795	31749	1311	507	0.4444444444444444
20905	33423	525	1022	0.20454545454545456
21722	12629	238	525	0.3125
6949	21318	551	317	0.3
15625	25644	536	580	0.2727272727272727
9188	2160	367	308	0.5555555555555556
23704	18279	1321	566	0.21212121212121213
20032	12531	520	448	0.30952380952380953
15436	11973	332	569	0.26666666666666666
29363	5318	261	570	0.20388349514563106
20722	16492	453	530	0.22727272727272727
2037	26907	471	298	0.2647058823529412
14935	33853	188	368	0.3333333333333333
20579	27556	360	785	0.2413793103448276
29890	552	723	391	0.5454545454545454
9192	3574	347	522	0.3
30687	4895	545	245	0.2702702702702703
23272	12924	375	467	0.22784810126582278
30057	18291	469	647	0.23478260869565218
12183	3615	277	534	0.2549019607843137
22699	23530	1542	1360	0.23076923076923078
22822	22057	1315	406	0.25
14355	20945	502	866	0.6
17496	18508	293	474	0.19767441860465115
2360	29502	503	256	0.2727272727272727
33826	27078	487	536	0.29411764705882354
29886	30669	255	556	0.3157894736842105
32986	34447	394	1121	0.34615384615384615
10796	8875	353	1524	0.2608695652173913
6937	2050	1193	320	0.2229299363057325
2536	29853	596	447	0.24752475247524752
9164	599	495	311	0.8129032258064516
18168	1419	191	514	0.35
20339	32406	292	369	0.35294117647058826
4459	8178	260	470	0.20588235294117646
11389	19336	1526	451	0.5714285714285714
26380	6923	505	906	0.19672131147540983
29071	24055	568	1446	0.2903225806451613
32229	1023	319	564	0.3333333333333333
18316	6211	449	538	0.3076923076923077
1506	20357	410	501	0.20054945054945056
28018	26794	495	546	0.22058823529411764
31685	5362	440	1258	0.38095238095238093
34197	27422	265	521	0.2926829268292683
16850	17918	494	454	0.4090909090909091
9760	28403	416	1325	0.5
8262	19159	345	476	0.29545454545454547
19701	32608	345	238	0.43478260869565216
3885	16958	889	504	0.3793103448275862
27159	30803	322	509	0.3076923076923077
5384	7535	284	500	0.1935483870967742
1027	7698	263	550	0.34146341463414637
32904	30355	900	650	0.34146341463414637
30552	903	548	507	0.6
15134	15872	374	453	0.2698412698412698
10291	21384	1612	540	0.22340425531914893
30359	3080	761	323	0.24242424242424243
18695	19251	1251	390	0.2537313432835821
14688	1910	299	1544	0.20610687022900764
30381	16008	359	295	0.358974358974359
8821	20182	1513	261	0.23711340206185566
24655	27731	550	513	0.39285714285714285
34741	31646	1022	561	0.34210526315789475
16801	3921	630	1531	0.3125
14010	3738	163	377	0.42857142857142855
17090	14914	1288	292	0.2535211267605634
33647	6625	693	549	0.3333333333333333
30411	28987	343	663	0.18518518518518517
32781	9354	1348	316	0.37037037037037035
17112	26472	827	345	0.21951219512195122
10541	18587	504	1292	0.2222222222222222
30612	1463	224	207	0.2676056338028169
18514	34563	622	362	0.21739130434782608
7943	6899	366	277	0.34615384615384615
12559	3878	1286	318	0.2727272727272727
6110	33531	312	1443	0.2727272727272727
27918	18901	529	356	0.22641509433962265
16060	8906	192	343	0.5
16217	5487	556	357	0.21428571428571427
17320	23414	597	348	0.34782608695652173
24835	24352	324	339	0.2459016393442623
6350	33430	412	233	0.23333333333333334
8172	10882	546	427	0.28378378378378377
30390	24065	238	486	0.30434782608695654
5287	31105	337	277	0.6992753623188406
3726	1413	862	689	0.3793103448275862
16104	17775	505	1309	0.2857142857142857
15861	30165	1508	520	0.22535211267605634
17747	12963	332	165	0.35714285714285715
10129	23206	261	1556	0.2361111111111111
24991	30736	502	705	0.25675675675675674
19399	1856	1150	500	0.35
21666	13761	1201	524	0.27586206896551724
24899	9048	345	1322	0.17857142857142858
20657	5990	1261	222	0.5454545454545454
10147	13467	516	158	0.47058823529411764
8091	4786	495	1246	0.24705882352941178
22056	16897	509	501	0.21568627450980393
7157	4355	421	545	0.3333333333333333
7441	1770	364	427	0.3235294117647059
9011	1819	1240	421	0.24074074074074073
24849	758	368	251	0.3333333333333333
32034	6714	493	255	0.3
16242	26346	526	539	0.24705882352941178
13362	3457	452	174	0.46153846153846156
2165	23624	538	488	0.4666666666666667
8427	11569	511	971	0.375
4940	20269	343	346	0.375
17352	10744	545	312	0.26229508196721313
27776	28687	414	255	0.2608695652173913
16013	23955	164	531	0.28888888888888886
13118	17400	448	428	0.25
8918	20706	413	621	0.2857142857142857
27814	7859	350	1194	0.2777777777777778
8106	26827	507	513	0.6733466933867736
7121	20491	513	710	0.4166666666666667
20387	17703	562	226	0.17391304347826086
9284	27072	511	497	0.25821596244131456
5588	34992	585	932	0.45454545454545453
18036	21590	1507	453	0.4117647058823529
20616	13739	1475	232	0.4444444444444444
28743	20757	260	269	0.225130890052356
35082	10107	827	298	0.21875
26311	34731	542	793	0.42105263157894735
8339	24166	479	621	0.2597402597402597
3933	34986	374	795	0.5454545454545454
6977	17675	370	362	0.4074074074074074
20378	2057	753	522	0.34615384615384615
11991	12550	493	505	0.4634146341463415
8753	12769	1535	299	0.225
22763	24277	415	190	0.36363636363636365
15072	22794	477	516	0.6041666666666666
33500	3667	283	762	0.5
13517	21840	1333	1148	0.5918524212144505
11232	33291	494	359	0.2413793103448276
33939	1983	805	614	0.2465753424657534
22024	1836	1213	484	0.24193548387096775
32495	20719	531	456	0.20869565217391303
2986	32576	507	349	0.38235294117647056
33323	5769	300	1279	0.23703703703703705
29560	13881	528	536	0.25287356321839083
23639	16990	1440	450	0.24528301886792453
19312	8618	1520	1202	0.35068912710566613
23470	11851	1360	515	0.275
18382	31022	261	736	0.3185840707964602
32266	32024	1620	724	0.41935483870967744
31616	16587	661	866	0.25
18695	17922	1251	448	0.34375
25593	17337	1344	332	0.3404255319148936
16074	2223	1506	509	0.1978021978021978
20061	27992	1210	334	0.2765957446808511
18501	3464	756	522	0.47058823529411764
3198	28492	292	663	0.17142857142857143
570	25331	164	484	0.5714285714285714
34869	33491	363	265	0.3684210526315789
8894	25570	509	1325	0.34782608695652173
19506	28468	573	1294	0.21904761904761905
8251	29981	1286	1540	0.3711952487008166
23865	23921	466	258	0.375
13624	32560	521	1088	0.20588235294117646
30319	14933	499	362	0.3584905660377358
23044	19022	503	491	0.29411764705882354
24893	1356	502	256	0.2962962962962963
6597	9156	261	523	0.4
7948	1450	567	332	0.375
16656	1596	292	261	0.24210526315789474
30656	10299	361	418	0.7917808219178082
23623	16599	312	292	0.3218390804597701
23214	12983	289	448	0.3448275862068966
28512	2852	334	355	0.7142857142857143
6067	28451	725	679	0.42857142857142855
3961	14585	1264	190	0.36666666666666664
9262	16572	315	394	0.34285714285714286
30718	2036	522	241	0.3333333333333333
28859	9392	492	977	0.42105263157894735
26026	8917	236	865	0.34782608695652173
23630	6825	1507	341	0.2777777777777778
31255	19441	1396	569	0.28
13191	8151	332	663	0.3023255813953488
25837	3720	1381	1301	0.4
14261	8630	437	557	0.24
24361	3848	1140	457	0.2727272727272727
15147	19473	394	570	0.391304347826087
16156	33326	436	288	0.25
34810	16951	807	560	0.391304347826087
17526	10128	320	213	0.22641509433962265
30141	23428	318	1543	0.3333333333333333
10177	15911	717	245	0.35714285714285715
28008	5951	345	405	0.391304347826087
32727	17340	488	545	0.29310344827586204
27141	17207	503	795	0.21951219512195122
22028	20073	1552	501	0.42105263157894735
23222	23202	1255	295	0.19148936170212766
29911	33231	500	481	0.2698412698412698
7600	11357	522	1474	0.2807017543859649
29401	12651	255	222	0.4166666666666667
7156	32310	375	396	0.6363636363636364
18867	9419	557	489	0.26785714285714285
28799	6977	445	370	0.25
34674	14980	673	555	0.38461538461538464
8698	9507	423	470	0.3
18340	1551	435	493	0.24324324324324326
10577	13977	617	536	0.2736842105263158
13675	25830	165	255	0.2535211267605634
8476	31181	651	361	0.24285714285714285
25392	6708	402	1151	0.19444444444444445
30255	26781	894	492	0.3611111111111111
17735	1992	165	345	0.25
18138	2649	290	603	0.46153846153846156
18229	25522	487	588	0.2727272727272727
22043	24024	577	524	0.28125
6507	5293	1530	548	0.28378378378378377
10706	24757	1524	536	0.42857142857142855
15165	33072	1286	882	0.26126126126126126
5207	8045	372	276	0.25206611570247933
1042	22951	824	527	0.55
429	8903	292	737	0.2621359223300971
8602	34858	1284	419	0.24074074074074073
10612	2481	762	222	0.2916666666666667
31249	19133	1505	522	0.38461538461538464
22184	23364	570	1488	0.32142857142857145
11121	34464	234	254	0.4
8836	28990	313	525	0.28
27525	32136	452	356	0.34782608695652173
31556	17885	503	192	0.4666666666666667
11964	13518	1348	505	0.25675675675675674
13775	20863	165	528	0.42857142857142855
17366	14222	222	448	0.35714285714285715
15023	29937	269	440	0.4
12682	8728	300	695	0.2692307692307692
28866	34080	479	778	0.3125
14152	27409	292	553	0.2826086956521739
12262	5230	1531	1361	0.3556547619047619
22591	7844	1353	268	0.25
2691	781	500	523	0.2608695652173913
9040	24861	313	1330	0.3333333333333333
92	32094	255	521	0.25
28902	10822	515	1336	0.42857142857142855
4437	16872	503	496	0.23306772908366533
12694	16474	194	394	0.24324324324324326
34204	25255	1013	315	0.24096385542168675
25077	22496	1266	293	0.19672131147540983
14193	32552	505	526	0.32142857142857145
4475	23671	584	1472	0.25
23361	31221	1490	621	0.23076923076923078
16293	7300	165	342	0.8
1726	23337	472	1464	0.26605504587155965
11895	281	249	394	0.21428571428571427
12749	4292	448	657	0.3235294117647059
29699	14547	503	541	0.3076923076923077
1987	23681	509	483	0.29545454545454547
3390	31215	261	516	0.2564102564102564
13735	15265	394	453	0.3684210526315789
30610	29444	617	211	0.5333333333333333
14924	6910	292	411	0.7142857142857143
8531	31217	1295	238	0.3103448275862069
12633	18032	454	165	0.7241379310344828
5612	20404	356	522	0.36666666666666664
33894	22274	782	1309	0.23958333333333334
3386	10479	574	491	0.25
29744	24452	424	344	0.2608695652173913
1756	34438	602	189	0.3142857142857143
9789	26999	510	707	0.4
1214	16	597	260	0.3125
3853	30937	343	466	0.25
9879	11326	414	396	0.7369727047146402
1803	31299	1317	924	0.3181818181818182
5596	10264	370	269	0.3048780487804878
7945	34239	502	121	0.2857142857142857
18302	22752	268	736	0.2830188679245283
11795	16076	512	1287	0.30434782608695654
21191	27100	415	570	0.34782608695652173
2477	8611	1343	1551	0.3527190332326284
15373	13743	299	317	0.3333333333333333
4940	21486	343	245	0.3181818181818182
33822	30445	783	270	0.2857142857142857
22988	7535	868	500	0.325
30162	23643	896	927	0.2647058823529412
29194	1936	516	303	0.3333333333333333
12956	10967	265	1544	0.375
12885	901	521	487	0.5
34457	3715	927	512	0.375
28439	198	1312	503	0.21897810218978103
18547	4393	656	695	0.23809523809523808
30464	22034	518	511	0.23062015503875968
772	11095	515	264	0.30952380952380953
18328	7979	1054	561	0.23728813559322035
14485	1574	292	502	0.4666666666666667
3085	29078	494	657	0.375
33635	27734	1020	443	0.23076923076923078
32350	22908	412	340	0.45454545454545453
33795	31758	238	540	0.30303030303030304
21269	22326	487	383	0.3333333333333333
22156	320	865	338	0.28125
22202	6354	859	385	0.3333333333333333
19900	21971	477	359	0.3333333333333333
2824	19442	1531	323	0.3
28687	11532	255	417	0.22727272727272727
16259	25613	394	1262	0.2753623188405797
27020	19088	222	815	0.34782608695652173
25778	8384	575	501	0.3220338983050847
29184	11664	569	251	0.2830188679245283
32879	28131	385	466	0.37037037037037035
22224	6840	378	256	0.4444444444444444
8181	18876	534	611	0.36585365853658536
8803	2579	1268	233	0.3050847457627119
20215	14808	857	394	0.19696969696969696
17720	21230	299	236	0.23076923076923078
3013	16990	485	450	0.5
26303	9583	467	571	0.23333333333333334
6949	31915	551	293	0.2923076923076923
25301	17091	246	1208	0.19333333333333333
12673	19391	387	643	0.3333333333333333
13185	18778	317	874	0.32
6987	27901	718	261	0.28634361233480177
24750	29434	662	211	0.5555555555555556
16804	2196	516	504	0.24336283185840707
28941	27490	537	492	0.20689655172413793
33472	23586	797	335	0.38095238095238093
34924	20621	914	497	0.27586206896551724
29263	17742	256	487	0.26666666666666666
4939	5638	838	617	0.26785714285714285
3578	25905	512	353	0.19148936170212766
28623	29997	506	1322	0.26
9911	28101	605	498	0.36363636363636365
18985	6006	336	1294	0.37037037037037035
33030	29333	722	502	0.28125
15476	29492	1320	737	0.29508196721311475
20776	14196	431	292	0.2
29787	30979	1530	404	0.25
3433	4750	201	569	0.2396694214876033
10492	18267	332	536	0.5625
13943	7177	1508	1267	0.3919141914191419
28256	17430	377	836	0.22666666666666666
23355	34179	1513	1023	0.36666666666666664
9648	16952	567	353	0.28205128205128205
16177	28740	134	484	0.2647058823529412
956	17721	316	1276	0.28125
28861	179	463	522	0.42105263157894735
19184	2574	1362	420	0.21052631578947367
31619	13166	512	538	0.2830188679245283
25492	22581	497	1642	0.3333333333333333
4474	33355	517	148	0.4444444444444444
29298	24462	245	253	0.3488372093023256
25815	11693	515	1265	0.26666666666666666
28318	9146	394	1347	0.205607476635514
3288	14455	894	1343	0.27
10422	30777	503	1321	0.24770642201834864
13653	22432	165	637	0.3125
32526	7720	496	570	0.2631578947368421
9239	23868	603	527	0.28205128205128205
25519	31704	555	522	0.26229508196721313
12097	4742	508	516	0.30364372469635625
10112	16329	293	293	0.271356783919598
318	1760	220	348	0.2857142857142857
22374	30004	319	374	0.7966666666666666
33157	22867	367	1285	0.23655913978494625
7545	24078	1317	407	0.34615384615384615
15343	9297	332	383	0.3333333333333333
19984	11903	884	294	0.25
22309	25451	1323	502	0.2727272727272727
24946	1292	440	497	0.23308270676691728
452	55	519	420	0.42857142857142855
21865	32185	873	1553	0.2619047619047619
13949	26690	505	503	0.24615384615384617
3026	13470	298	529	0.45454545454545453
2020	13250	515	292	0.17857142857142858
17607	4795	1298	231	0.2916666666666667
16114	26585	293	227	0.3125
22175	12389	488	490	0.3275862068965517
8192	33789	287	364	0.35294117647058826
21179	28421	298	345	0.27586206896551724
17495	29085	292	544	0.32
28913	1809	547	1336	0.21578947368421053
32658	2851	332	406	0.4666666666666667
27930	2882	1339	506	0.2625
1631	32684	539	702	0.18032786885245902
17849	24728	484	437	0.3333333333333333
6508	18218	1539	528	0.3142857142857143
15703	16221	453	318	0.3333333333333333
29172	2056	328	474	0.42857142857142855
3334	18204	411	525	0.3137254901960784
5199	31994	499	300	0.21052631578947367
20242	18593	534	299	0.2708333333333333
12908	25396	521	413	0.5555555555555556
28683	5403	316	511	0.4444444444444444
25007	15621	513	484	0.2125
33012	30043	100	493	0.19148936170212766
